Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,,
sex girl doll toy for men,Fashion,151.00,16.00,0.00,0.00,0.00,0.00,0.00,15357.00,202.00,Fashion,,
shoe organizer,Furniture & Decor,151.00,93.00,44.00,14.00,48.14,3.44,3.44,25991.00,1018.00,GM,,
1 rs game,Toys & Games,150.00,19.00,1.00,0.00,0.00,0.00,0.00,747.00,100.00,GM,,
jacket for men leather,Fashion,150.00,55.00,8.00,4.00,46.46,9.29,11.61,3705.00,398.00,Fashion,,
joggers,Fashion,150.00,57.00,8.00,4.00,48.42,8.07,12.10,304229.00,361.00,Fashion,,
wax heater,Health & Beauty,150.00,82.00,28.00,11.00,89.27,7.44,8.12,4235.00,920.00,FMCG,,
knife set,Kitchen & Dining,150.00,79.00,28.00,7.00,26.86,3.84,3.84,142006.00,718.00,GM,,
chairs for room,Furniture & Décor,150.00,64.00,12.00,2.00,58.50,29.25,29.25,61133.00,781.00,GM,,
hijab caps,Fashion,150.00,94.00,46.00,17.00,45.09,2.50,2.65,118058.00,798.00,Fashion,,
gillette razor,Health & Beauty,150.00,81.00,45.00,20.00,76.85,2.20,3.84,549.00,400.00,FMCG,,
hand bags for women,Bags and Travel,150.00,75.00,14.00,2.00,12.90,6.45,6.45,172311.00,928.00,Fashion,,
hand free wireless,TV Audio Video Gaming & Wearables,150.00,67.00,27.00,11.00,37.89,3.16,3.44,32543.00,438.00,EL,,
led light,Furniture & Decor,150.00,55.00,12.00,1.00,1.09,1.09,1.09,957871.00,628.00,GM,,
i12,TV Audio Video Gaming & Wearables,150.00,76.00,38.00,12.00,80.43,6.19,6.70,91387.00,508.00,EL,,
games for boys,Toys & Games,150.00,32.00,5.00,1.00,7.75,7.75,7.75,173855.00,368.00,GM,,
girl and boy sexy dress night,Fashion,150.00,19.00,0.00,0.00,0.00,0.00,0.00,5603.00,379.00,Fashion,,
brushes makeup,Health & Beauty,150.00,85.00,33.00,12.00,45.80,3.52,3.82,178729.00,1024.00,FMCG,,
realme 8 pro,Mobiles & Tablets,150.00,45.00,10.00,1.00,1.82,1.82,1.82,2598.00,131.00,EL,,
vr,TV Audio Video Gaming & Wearables,150.00,78.00,23.00,8.00,129.92,10.83,16.24,26819.00,268.00,EL,,
winter clothes for women in sale,Fashion,150.00,43.00,4.00,1.00,3.36,3.36,3.36,16872.00,1020.00,Fashion,,
shose for men,Fashion,150.00,76.00,17.00,6.00,60.79,10.13,10.13,87849.00,1018.00,Fashion,,
sunglasses,Watches Sunglasses Jewellery,150.00,68.00,13.00,4.00,10.03,2.51,2.51,2005340.00,829.00,Fashion,,
jacket for men stylish 2021 leather,Fashion,149.00,21.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,Fashion,,
lip mask,Health & Beauty,149.00,80.00,32.00,12.00,38.15,3.18,3.18,3961.00,277.00,FMCG,,
mini speaker,TV Audio Video Gaming & Wearables,149.00,87.00,33.00,9.00,45.23,4.11,5.03,24767.00,518.00,EL,,
infinix hot 10s,Mobiles & Tablets,149.00,75.00,20.00,5.00,855.71,142.62,171.14,15960.00,200.00,EL,,
infinix note 7,Mobiles & Tablets,149.00,45.00,7.00,0.00,0.00,0.00,0.00,21592.00,178.00,EL,,
body spray for women,Health & Beauty,149.00,78.00,27.00,10.00,49.60,3.31,4.96,4424.00,838.00,FMCG,,
dresses for women,Fashion,149.00,73.00,4.00,1.00,8.42,8.42,8.42,754962.00,818.00,Fashion,,
kids toys,Toys & Games,149.00,67.00,13.00,4.00,14.79,3.70,3.70,763648.00,693.00,GM,,
door stopper,Tools DIY & Outdoor,149.00,80.00,51.00,29.00,82.07,2.83,2.83,23918.00,633.00,GM,,
party wear dress for women,Fashion,149.00,80.00,4.00,1.00,8.34,8.34,8.34,120550.00,548.00,Fashion,,
pamper,Mother & Baby,149.00,65.00,20.00,9.00,205.00,20.50,22.78,3454.00,368.00,FMCG,,
puppet,Toys & Games,149.00,15.00,2.00,0.00,0.00,0.00,0.00,62613.00,718.00,GM,,
cigarette,Motors,149.00,20.00,3.00,1.00,2.77,2.77,2.77,58480.00,608.00,GM,,
water heater electric,Home Appliances,149.00,69.00,10.00,4.00,35.74,8.94,8.94,15109.00,730.00,EL,,
panasonic,Mobiles & Tablets,148.00,20.00,3.00,0.00,0.00,0.00,0.00,12482.00,170.00,EL,,
hand watch for men,Watches Sunglasses Jewellery,147.00,74.00,20.00,7.00,34.02,4.25,4.86,190874.00,938.00,Fashion,,
unicorn accessories,Mobiles & Tablets,149.00,9.00,0.00,0.00,0.00,0.00,0.00,23469.00,161.00,EL,,
suzuki 150 bike,Motors,149.00,26.00,2.00,1.00,9.99,3.33,9.99,1364.00,530.00,GM,,
airpods 2,TV Audio Video Gaming & Wearables,148.00,60.00,28.00,9.00,42.28,4.70,4.70,13604.00,376.00,EL,,
anex,Home Appliances,148.00,65.00,18.00,6.00,616.56,68.51,102.76,4724.00,506.00,EL,,
belts for girls,Fashion,148.00,75.00,18.00,8.00,43.49,3.62,5.44,77048.00,428.00,Fashion,,
mugs,Kitchen & Dining,148.00,62.00,10.00,3.00,10.42,3.47,3.47,703897.00,539.00,GM,,
chase value centre,Fashion,148.00,48.00,11.00,9.00,627.96,20.26,69.77,1127.00,408.00,Fashion,,
abaya for girls new design 2021,Fashion,148.00,46.00,1.00,0.00,0.00,0.00,0.00,37141.00,309.00,Fashion,,
oppo reno 6 pro,Mobiles & Tablets,148.00,77.00,18.00,2.00,515.37,257.68,257.68,2289.00,238.00,EL,,
rc car,Toys & Games,148.00,63.00,5.00,0.00,0.00,0.00,0.00,230285.00,531.00,GM,,
black head remover,Health & Beauty,148.00,57.00,16.00,6.00,27.87,3.98,4.64,26709.00,233.00,FMCG,,
wach,Watches Sunglasses Jewellery,148.00,56.00,15.00,2.00,6.61,3.31,3.31,2316858.00,848.00,Fashion,,
tapal family mixture,Groceries,148.00,90.00,57.00,26.00,311.06,10.73,11.96,956.00,478.00,FMCG,,
trousers for women,Fashion,148.00,60.00,12.00,3.00,13.27,3.32,4.42,262475.00,705.00,Fashion,,
under garments for women,Fashion,148.00,37.00,7.00,3.00,24.30,8.10,8.10,54279.00,1018.00,Fashion,,
ringlight,Cameras,148.00,76.00,32.00,10.00,66.37,6.03,6.64,100623.00,238.00,EL,,
night suit for women,Fashion,147.00,60.00,14.00,6.00,37.30,6.22,6.22,16683.00,708.00,Fashion,,
noodle,Groceries,147.00,81.00,29.00,5.00,12.71,2.12,2.54,34388.00,238.00,FMCG,,
masks,Health & Beauty,147.00,32.00,5.00,0.00,0.00,0.00,0.00,162091.00,280.00,FMCG,,
hemani face wash,Health & Beauty,147.00,92.00,54.00,27.00,87.61,2.92,3.24,182.00,176.00,FMCG,,
bp apparatus digital,Health & Beauty,147.00,57.00,17.00,9.00,140.60,15.62,15.62,856283.00,131.00,FMCG,,
body lotion,Health & Beauty,147.00,84.00,31.00,11.00,32.09,2.67,2.92,16163.00,563.00,FMCG,,
redmi note 10 back cover,Mobiles & Tablets,147.00,99.00,24.00,10.00,51.62,3.97,5.16,24213.00,479.00,EL,,
spy camera mini,Cameras,147.00,62.00,12.00,5.00,108.35,18.06,21.67,36713.00,380.00,EL,,
refrigerator haier,Home Appliances,147.00,75.00,16.00,3.00,799.04,266.35,266.35,360.00,279.00,EL,,
pack of 12 lipsticks,Health & Beauty,147.00,71.00,28.00,14.00,48.58,2.86,3.47,2325.00,250.00,FMCG,,
toys for kids girls,Toys & Games,147.00,71.00,11.00,2.00,9.12,4.56,4.56,184693.00,659.00,GM,,
beauty box,Health & Beauty,146.00,78.00,17.00,2.00,17.33,8.66,8.66,245178.00,661.00,FMCG,,
mobile stand holder,Mobiles & Tablets,146.00,69.00,28.00,8.00,15.32,1.92,1.92,183835.00,988.00,EL,,
lingerie,Fashion,146.00,69.00,15.00,8.00,60.03,5.00,7.50,223608.00,621.00,Fashion,,
maskara water proof,Health & Beauty,146.00,79.00,46.00,17.00,32.64,1.81,1.92,185820.00,370.00,FMCG,,
glue gun sticks,Stationery & Craft,146.00,87.00,32.00,13.00,28.88,2.22,2.22,2692.00,480.00,GM,,
room decoration light,Furniture & Decor,146.00,50.00,6.00,2.00,16.93,8.46,8.46,167453.00,811.00,GM,,
sexy toys,Health & Beauty,146.00,35.00,3.00,0.00,0.00,0.00,0.00,1565.00,620.00,FMCG,,
hair,Health & Beauty,146.00,15.00,5.00,4.00,4.41,0.88,1.10,1256768.00,800.00,FMCG,,
fashion,Fashion,146.00,42.00,6.00,2.00,19.74,9.87,9.87,8773571.00,385.00,Fashion,,
fireworks,Toys & Games,146.00,52.00,9.00,1.00,1.05,1.05,1.05,7865.00,160.00,GM,,
cups,Kitchen & Dining,146.00,44.00,10.00,5.00,24.74,3.53,4.95,689591.00,1493.00,GM,,
rica wax,Health & Beauty,146.00,76.00,33.00,13.00,130.09,9.29,10.01,1705.00,562.00,FMCG,,
pens for girls,Stationery & Craft,146.00,70.00,14.00,1.00,3.06,3.06,3.06,7315.00,448.00,GM,,
pencils,Stationery & Craft,146.00,65.00,22.00,5.00,32.00,4.00,6.40,130973.00,470.00,GM,,
sound bar,TV Audio Video Gaming & Wearables,146.00,86.00,18.00,5.00,308.96,61.79,61.79,621726.00,378.00,EL,,
poly gel,Health & Beauty,146.00,88.00,23.00,12.00,90.20,4.30,7.52,4258.00,440.00,FMCG,,
baby walker,Mother & Baby,145.00,80.00,12.00,3.00,30.78,10.26,10.26,3730.00,648.00,FMCG,,
hair mask,Health & Beauty,145.00,81.00,32.00,12.00,64.04,4.93,5.34,11099.00,879.00,FMCG,,
cufflinks for men,Watches Sunglasses Jewellery,145.00,91.00,34.00,13.00,56.33,4.02,4.33,9979.00,1023.00,Fashion,,
boys watches,Watches Sunglasses Jewellery,145.00,58.00,16.00,6.00,22.71,3.24,3.78,178393.00,318.00,Fashion,,
70cc bike,Motors,145.00,34.00,5.00,0.00,0.00,0.00,0.00,9492.00,505.00,GM,,
posture corrector belt,Sports & Outdoors,145.00,97.00,57.00,32.00,117.32,3.45,3.67,5059.00,458.00,GM,,
realme buds,TV Audio Video Gaming & Wearables,145.00,98.00,37.00,20.00,463.12,18.52,23.16,7737.00,718.00,EL,,
philips trimmer,Health & Beauty,145.00,76.00,15.00,4.00,153.52,30.70,38.38,30791.00,681.00,FMCG,,
penis enlargement product,Health & Beauty,145.00,36.00,2.00,0.00,0.00,0.00,0.00,5394.00,200.00,FMCG,,
ramen noodles 2x spicy,Groceries,145.00,103.00,39.00,12.00,46.73,3.59,3.89,33642.00,268.00,FMCG,,
birthday gift for girls,Health & Beauty,145.00,48.00,8.00,2.00,7.59,2.53,3.79,99508.00,650.00,FMCG,,
vitamin c serum for face,Health & Beauty,145.00,87.00,33.00,9.00,50.43,3.88,5.60,3802.00,242.00,FMCG,,
wallet for men branded,Bags and Travel,145.00,76.00,19.00,4.00,19.63,4.91,4.91,89040.00,1287.00,Fashion,,
st london,Health & Beauty,145.00,30.00,2.00,0.00,0.00,0.00,0.00,352.00,351.00,FMCG,,
oppo earbuds,TV Audio Video Gaming & Wearables,144.00,48.00,4.00,2.00,49.83,24.92,24.92,840.00,369.00,EL,,
wall clocks,Furniture & Décor,145.00,88.00,44.00,27.00,130.37,3.62,4.83,56187.00,789.00,GM,,
shrugs for girls,Fashion,145.00,84.00,9.00,1.00,3.71,3.71,3.71,144.00,142.00,Fashion,,
lint remover machine,"Tools, DIY & Outdoor",144.00,78.00,28.00,10.00,81.94,8.19,8.19,14662.00,648.00,GM,,
minecraft,Digital Goods,144.00,49.00,9.00,1.00,28.13,28.13,28.13,620.00,578.00,Digital Goods,,
iphone 11 case,Mobiles & Tablets,144.00,76.00,18.00,6.00,19.15,3.19,3.19,56720.00,870.00,EL,,
handbags for girls,Bags and Travel,144.00,81.00,11.00,7.00,60.14,6.68,8.59,56870.00,1510.00,Fashion,,
helicopter remote control,Toys & Games,144.00,75.00,19.00,8.00,53.85,5.98,6.73,15217.00,1270.00,GM,,
opoo mobile,Mobiles & Tablets,143.00,53.00,4.00,0.00,0.00,0.00,0.00,293119.00,228.00,EL,,
name bracelet,Watches Sunglasses Jewellery,143.00,53.00,12.00,2.00,9.82,4.91,4.91,589117.00,872.00,Fashion,,
led lights for room,Furniture & Décor,144.00,25.00,8.00,1.00,2.28,2.28,2.28,351492.00,210.00,GM,,
mouse wireless,Computers & Laptops,143.00,79.00,39.00,10.00,30.92,3.09,3.09,26905.00,399.00,EL,,
solar light,Furniture & Decor,144.00,76.00,21.00,13.00,177.84,11.86,13.68,193472.00,764.00,GM,,
shisha pen,Motors,144.00,25.00,1.00,0.00,0.00,0.00,0.00,24196.00,278.00,GM,,
earpods for android,TV Audio Video Gaming & Wearables,144.00,65.00,16.00,3.00,19.83,4.96,6.61,601.00,601.00,EL,,
f9 earbuds,TV Audio Video Gaming & Wearables,144.00,92.00,47.00,26.00,330.51,10.02,12.71,4151.00,590.00,EL,,
dresses for girls,Fashion,144.00,64.00,9.00,0.00,0.00,0.00,0.00,298514.00,508.00,Fashion,,
gaming accessories,Computers & Laptops,144.00,53.00,9.00,1.00,3.42,3.42,3.42,643473.00,678.00,EL,,
pouches for girls school,Bags and Travel,144.00,73.00,11.00,3.00,13.57,3.39,4.52,2869.00,654.00,Fashion,,
chocolate basket,Groceries,144.00,45.00,4.00,0.00,0.00,0.00,0.00,814.00,210.00,FMCG,,
clock wall stylish,Furniture & Décor,144.00,75.00,34.00,18.00,63.72,3.35,3.54,56147.00,778.00,GM,,
clothes for women,Fashion,144.00,67.00,7.00,2.00,17.89,8.94,8.94,711133.00,586.00,Fashion,,
top pops,Groceries,144.00,72.00,28.00,7.00,83.68,10.46,11.95,3454.00,190.00,FMCG,,
speaker for pc,TV Audio Video Gaming & Wearables,144.00,76.00,28.00,8.00,42.25,5.28,5.28,76249.00,569.00,EL,,
sneakers for boys,Fashion,144.00,72.00,11.00,4.00,32.64,8.16,8.16,11211.00,1018.00,Fashion,,
scooty,Toys & Games,144.00,54.00,7.00,1.00,16.28,16.28,16.28,438.00,388.00,GM,,
sheet masks,Health & Beauty,144.00,76.00,33.00,15.00,57.50,3.59,3.83,4815.00,310.00,FMCG,,
mini washing machine for kids clothes,Fashion,143.00,76.00,6.00,0.00,0.00,0.00,0.00,10184.00,602.00,Fashion,,
jogers for men,Fashion,143.00,27.00,1.00,0.00,0.00,0.00,0.00,15645.00,176.00,Fashion,,
kenwood inverter ac,Home Appliances,143.00,75.00,14.00,2.00,981.94,490.97,490.97,4206.00,210.00,EL,,
ear phones bluetooth,TV Audio Video Gaming & Wearables,143.00,68.00,29.00,13.00,70.72,5.44,5.44,99790.00,298.00,EL,,
ensure,Groceries,143.00,70.00,32.00,10.00,407.84,29.13,40.78,979395.00,152.00,FMCG,,
foot massager,Health & Beauty,143.00,53.00,9.00,3.00,22.97,7.66,7.66,12878.00,308.00,FMCG,,
body shaper,Fashion,143.00,62.00,19.00,12.00,76.03,5.07,6.34,22309.00,618.00,Fashion,,
trouser,Fashion,143.00,56.00,10.00,3.00,14.60,3.65,4.87,694047.00,303.00,Fashion,,
chromecast,TV Audio Video Gaming & Wearables,143.00,82.00,30.00,11.00,180.08,13.85,16.37,3810.00,204.00,EL,,
piano,Media Music & Books,143.00,48.00,6.00,0.00,0.00,0.00,0.00,42748.00,321.00,GM,,
tent house for kids,Toys & Games,143.00,79.00,25.00,10.00,141.24,12.84,14.12,3854.00,1028.00,GM,,
stylo shoes for girls,Fashion,143.00,48.00,3.00,0.00,0.00,0.00,0.00,120059.00,458.00,Fashion,,
samsang galaxy,Mobiles & Tablets,143.00,5.00,0.00,0.00,0.00,0.00,0.00,52.00,52.00,EL,,
head and shoulder,Health & Beauty,142.00,75.00,37.00,11.00,139.45,5.36,12.68,10094.00,133.00,FMCG,,
ear buds wireless android,TV Audio Video Gaming & Wearables,142.00,56.00,14.00,2.00,11.79,5.90,5.90,17814.00,792.00,EL,,
earrings for women,Watches Sunglasses Jewellery,142.00,69.00,25.00,4.00,9.09,2.27,2.27,489053.00,970.00,Fashion,,
egg boiler,Home Appliances,142.00,74.00,17.00,5.00,40.71,6.78,8.14,4430.00,846.00,EL,,
couple bracelets,Watches Sunglasses Jewellery,142.00,63.00,16.00,5.00,18.90,3.15,3.78,21404.00,558.00,Fashion,,
girl,Fashion,142.00,14.00,0.00,0.00,0.00,0.00,0.00,2372050.00,300.00,Fashion,,
girls jewellery,Watches Sunglasses Jewellery,142.00,66.00,18.00,3.00,8.49,2.12,2.83,539588.00,803.00,Fashion,,
saeed ghani,Health & Beauty,142.00,45.00,20.00,7.00,19.21,1.37,2.74,127.00,127.00,FMCG,,
plastic chairs,Furniture & Décor,141.00,81.00,15.00,5.00,214.16,26.77,42.83,305332.00,838.00,GM,,
samsung watch,TV Audio Video Gaming & Wearables,142.00,50.00,4.00,1.00,8.99,8.99,8.99,21309.00,649.00,EL,,
eyebrow pencil,Health & Beauty,141.00,90.00,42.00,18.00,27.48,1.37,1.53,5876.00,300.00,FMCG,,
purse for girls stylish,Bags and Travel,142.00,67.00,11.00,3.00,13.22,4.41,4.41,53816.00,818.00,Fashion,,
cofee beater,Kitchen & Dining,142.00,94.00,47.00,25.00,55.03,2.12,2.20,34047.00,440.00,GM,,
collage bags for girls,Bags and Travel,142.00,73.00,17.00,2.00,9.28,4.64,4.64,4556.00,598.00,Fashion,,
samsung a32 back cover,Mobiles & Tablets,142.00,89.00,32.00,15.00,48.34,3.22,3.22,4988.00,1446.00,EL,,
baby shoes girls,Mother & Baby,141.00,59.00,15.00,4.00,10.19,2.55,2.55,44566.00,1019.00,FMCG,,
mobile cover for girls,Mobiles & Tablets,141.00,45.00,3.00,1.00,2.69,2.69,2.69,48411.00,737.00,EL,,
infinix hot 10 play back cover,Mobiles & Tablets,141.00,75.00,27.00,7.00,24.64,3.08,3.52,23163.00,798.00,EL,,
kids clothes for girls,Mother & Baby,141.00,45.00,2.00,1.00,2.78,2.78,2.78,158804.00,583.00,FMCG,,
facial massager,Health & Beauty,141.00,83.00,33.00,19.00,86.17,4.10,4.54,39411.00,270.00,FMCG,,
focallure,Health & Beauty,141.00,52.00,21.00,6.00,30.67,3.07,5.11,1016.00,390.00,FMCG,,
fogg body spray,Health & Beauty,141.00,65.00,17.00,2.00,10.43,3.48,5.22,206301.00,691.00,FMCG,,
bed sheets double,Bedding & Bath,141.00,75.00,20.00,5.00,40.78,5.83,8.16,20097.00,363.00,GM,,
abaya for girls new design simple,Fashion,141.00,71.00,3.00,0.00,0.00,0.00,0.00,64146.00,599.00,Fashion,,
cloth storage bag,Furniture & Decor,141.00,74.00,58.00,28.00,96.20,2.83,3.44,389139.00,648.00,GM,,
vibrator for girls pussy sex,Health & Beauty,141.00,21.00,1.00,0.00,0.00,0.00,0.00,7341.00,283.00,FMCG,,
spoon holder,Kitchen & Dining,141.00,63.00,31.00,10.00,18.29,1.52,1.83,30139.00,420.00,GM,,
school bags for girls,Stationery & Craft,140.00,53.00,13.00,3.00,41.93,13.98,13.98,23363.00,928.00,GM,,
fish,Pet Supplies,139.00,18.00,2.00,0.00,0.00,0.00,0.00,193520.00,310.00,FMCG,,
sugar 1kg,Groceries,140.00,83.00,62.00,25.00,78.58,2.53,3.14,4349.00,238.00,FMCG,,
lcd 24 inch,TV Audio Video Gaming & Wearables,140.00,35.00,0.00,0.00,0.00,0.00,0.00,8147.00,290.00,EL,,
geezer,Home Appliances,139.00,75.00,13.00,3.00,392.75,130.92,130.92,905.00,284.00,EL,,
mehran car accessories,Motors,140.00,80.00,11.00,1.00,7.28,7.28,7.28,1172.00,1027.00,GM,,
medicine box,Furniture & Decor,140.00,70.00,18.00,9.00,23.36,2.12,2.60,11259.00,278.00,GM,,
samsung a03s,Mobiles & Tablets,141.00,94.00,38.00,6.00,653.77,108.96,108.96,2204.00,114.00,EL,,
iphone 6s plus,Mobiles & Tablets,140.00,13.00,1.00,1.00,1.21,1.21,1.21,73329.00,400.00,EL,,
infinix hot 8,Mobiles & Tablets,140.00,28.00,3.00,1.00,112.09,112.09,112.09,19671.00,820.00,EL,,
dslr camera canon,Cameras,140.00,57.00,4.00,0.00,0.00,0.00,0.00,43459.00,328.00,EL,,
girls jacket for winter,Fashion,140.00,77.00,5.00,1.00,10.68,10.68,10.68,22024.00,658.00,Fashion,,
bostanten watch,Watches Sunglasses Jewellery,140.00,99.00,55.00,28.00,311.17,10.37,11.11,295.00,268.00,Fashion,,
remington hair straightener,Health & Beauty,140.00,71.00,23.00,8.00,241.09,30.14,30.14,269.00,268.00,FMCG,,
bluetooth handfree,TV Audio Video Gaming & Wearables,140.00,67.00,40.00,16.00,58.22,3.23,3.64,90435.00,488.00,EL,,
pop it bubble,Toys & Games,140.00,54.00,12.00,2.00,11.44,2.29,5.72,9295.00,310.00,GM,,
yamaha ybr 125,Motors,140.00,29.00,1.00,1.00,9.44,9.44,9.44,1608.00,200.00,GM,,
thermos,Kitchen & Dining,140.00,71.00,17.00,6.00,77.01,11.00,12.83,26260.00,628.00,GM,,
track suit for women,Sports & Outdoors,140.00,57.00,4.00,0.00,0.00,0.00,0.00,15761.00,508.00,GM,,
stainless steel,Kitchen & Dining,140.00,8.00,1.00,0.00,0.00,0.00,0.00,1382439.00,728.00,GM,,
roller hair,Health & Beauty,140.00,69.00,15.00,6.00,42.07,7.01,7.01,58420.00,340.00,FMCG,,
magic stick,Toys & Games,139.00,66.00,12.00,5.00,21.87,4.37,4.37,6417.00,152.00,GM,,
hoddies,Fashion,139.00,84.00,13.00,4.00,42.74,7.12,10.68,152747.00,807.00,Fashion,,
geyser gas,Home Appliances,139.00,75.00,23.00,4.00,252.42,63.10,63.10,894.00,238.00,EL,,
charging cable,Mobiles & Tablets,139.00,71.00,23.00,4.00,8.52,2.13,2.13,274185.00,266.00,EL,,
infinex note 10,Mobiles & Tablets,138.00,39.00,16.00,4.00,728.77,182.19,182.19,17897.00,149.00,EL,,
pop it toy fidget,Toys & Games,139.00,65.00,22.00,11.00,30.80,2.37,2.80,10891.00,300.00,GM,,
bts stickers,Stationery & Craft,138.00,87.00,38.00,14.00,37.14,1.95,2.65,1003.00,290.00,GM,,
remote control helicopter,Toys & Games,139.00,77.00,24.00,4.00,43.52,7.25,10.88,15217.00,1133.00,GM,,
clothes for boys,Mother & Baby,139.00,20.00,3.00,1.00,10.79,5.39,10.79,55281.00,338.00,FMCG,,
mens jacket winter,Fashion,138.00,78.00,11.00,3.00,29.94,7.48,9.98,29318.00,813.00,Fashion,,
car washer pump,Tools DIY & Outdoor,139.00,67.00,5.00,2.00,91.19,45.59,45.59,25165.00,618.00,GM,,
a12 samsung,Mobiles & Tablets,139.00,65.00,30.00,6.00,1152.92,164.70,192.15,22899.00,170.00,EL,,
redmi note 10 pro cover,Mobiles & Tablets,139.00,93.00,43.00,13.00,58.38,3.65,4.49,18428.00,760.00,EL,,
vouchers daraz,Digital Goods,139.00,37.00,6.00,0.00,0.00,0.00,0.00,17969.00,118.00,Digital Goods,,
small bags for girls,Bags and Travel,139.00,40.00,10.00,1.00,4.45,4.45,4.45,52068.00,658.00,Fashion,,
jars for kitchen,Kitchen & Dining,138.00,81.00,17.00,5.00,22.21,3.70,4.44,115904.00,1265.00,GM,,
g shock watch for men,Watches Sunglasses Jewellery,138.00,65.00,14.00,6.00,260.01,43.34,43.34,6526.00,528.00,Fashion,,
car accessories corolla,Motors,138.00,32.00,3.00,1.00,9.54,9.54,9.54,14994.00,1037.00,GM,,
carpet,Furniture & Decor,138.00,55.00,5.00,1.00,3.82,3.82,3.82,146317.00,687.00,GM,,
bomber jacket for men,Fashion,138.00,79.00,8.00,2.00,13.04,6.52,6.52,27800.00,1018.00,Fashion,,
mibro lite smart watch,TV Audio Video Gaming & Wearables,137.00,101.00,38.00,12.00,647.75,43.18,53.98,146.00,142.00,EL,,
boys chain,Watches Sunglasses Jewellery,138.00,58.00,12.00,3.00,7.87,1.97,2.62,16174.00,725.00,Fashion,,
phone case,Mobiles & Tablets,138.00,25.00,1.00,0.00,0.00,0.00,0.00,5674906.00,248.00,EL,,
blue tooth hand free,TV Audio Video Gaming & Wearables,138.00,69.00,23.00,10.00,35.82,2.98,3.58,91492.00,552.00,EL,,
vivo mobile,Mobiles & Tablets,138.00,61.00,9.00,1.00,221.70,221.70,221.70,172524.00,199.00,EL,,
wooden wall clock,Furniture & Décor,138.00,97.00,58.00,37.00,142.81,3.17,3.86,32005.00,706.00,GM,,
short frocks for girls,Mother & Baby,138.00,29.00,1.00,0.00,0.00,0.00,0.00,9869.00,325.00,FMCG,,
star lights for room,Furniture & Decor,138.00,70.00,35.00,20.00,38.78,1.85,1.94,12723.00,685.00,GM,,
airpods for android,TV Audio Video Gaming & Wearables,137.00,68.00,24.00,8.00,51.63,5.74,6.45,17129.00,685.00,EL,,
bathroom rack,Bedding & Bath,137.00,77.00,20.00,9.00,45.73,4.57,5.08,69910.00,1018.00,GM,,
one rupees game,Digital Goods,137.00,105.00,99.00,91.00,2.28,0.01,0.03,44.00,44.00,Digital Goods,,
huda beauty foundation,Health & Beauty,137.00,64.00,11.00,1.00,2.13,2.13,2.13,164.00,165.00,FMCG,,
delay spray,Health & Beauty,137.00,33.00,2.00,0.00,0.00,0.00,0.00,343.00,290.00,FMCG,,
dslr,Cameras,137.00,73.00,6.00,0.00,0.00,0.00,0.00,39066.00,203.00,EL,,
redmi 10 cover,Mobiles & Tablets,137.00,89.00,24.00,6.00,24.65,4.11,4.11,27766.00,444.00,EL,,
paints,"Tools, DIY & Outdoor",137.00,9.00,0.00,0.00,0.00,0.00,0.00,238135.00,128.00,GM,,
mi band 4,Medicine,136.00,54.00,9.00,3.00,55.34,18.45,18.45,6823.00,180.00,Others,,
breslet for girls,Watches Sunglasses Jewellery,136.00,57.00,18.00,6.00,11.36,1.89,1.89,115039.00,658.00,Fashion,,
hair extensions for girls,Health & Beauty,136.00,82.00,15.00,6.00,35.28,5.04,5.88,22448.00,722.00,FMCG,,
boy shoes,Fashion,136.00,40.00,5.00,0.00,0.00,0.00,0.00,26364.00,398.00,Fashion,,
sandals for men,Fashion,137.00,58.00,10.00,2.00,16.81,8.41,8.41,15541.00,809.00,Fashion,,
bottle,Sports & Outdoors,136.00,56.00,20.00,8.00,33.72,4.22,4.22,524836.00,1018.00,GM,,
bts pens,Stationery & Craft,136.00,63.00,8.00,4.00,6.87,1.72,1.72,192.00,136.00,GM,,
smart watches for men,TV Audio Video Gaming & Wearables,136.00,75.00,12.00,6.00,72.60,12.10,12.10,812104.00,779.00,EL,,
w26 plus smart watch,TV Audio Video Gaming & Wearables,137.00,66.00,21.00,3.00,56.03,18.68,18.68,1692.00,268.00,EL,,
socks for kids,Mother & Baby,137.00,67.00,21.00,6.00,16.38,2.73,2.73,8655.00,389.00,FMCG,,
st london foundation,Health & Beauty,137.00,31.00,2.00,0.00,0.00,0.00,0.00,77.00,78.00,FMCG,,
anklets for girls,Watches Sunglasses Jewellery,136.00,70.00,25.00,13.00,34.60,2.04,2.66,6535.00,358.00,Fashion,,
monitor,Computers & Laptops,136.00,45.00,3.00,0.00,0.00,0.00,0.00,269069.00,498.00,EL,,
hilal foods,Groceries,136.00,62.00,47.00,23.00,441.31,1.94,19.19,191.00,188.00,FMCG,,
gloves for bike,Sports & Outdoors,136.00,72.00,19.00,6.00,37.14,6.19,6.19,21413.00,348.00,GM,,
bags for girls sale,Bags and Travel,136.00,53.00,8.00,2.00,8.23,4.12,4.12,125419.00,1018.00,Fashion,,
